trip_id,driver_id,rider_id,pickup_city,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,trip_start_time,trip_duration_min,distance_km,vehicle_type,status,base_fare,surge_multiplier,total_fare,tip_amount,driver_rating,rider_rating,payment_method,is_surge
TRP0001089,DRV00125,RDR000665,Philadelphia,33.736794,-115.078469,34.83072,-96.337851,2023-07-31T05:40:00Z,28,4.75,SUV,Completed,88.6,2.89,91.22,15.97,1.3,2.8,Card,False
TRP0001090,DRV00269,RDR001559,Philadelphia,36.633132,-115.620443,38.138519,-88.673598,2023-01-02T04:55:00Z,40,16.34,Comfort,In Progress,21.94,2.64,50.75,4.89,4.2,1.3,Wallet,False
TRP0001091,DRV00101,RDR000400,Chicago,33.433839,-74.847806,36.453898,-102.914172,2023-11-28T22:21:00Z,6,1.11,Comfort,Completed,10.76,2.35,30.46,2.76,2.2,1.4,Wallet,False
TRP0001092,DRV00014,RDR000646,Phoenix,33.603103,-103.610867,37.710587,-111.624962,2023-02-18T12:27:00Z,63,20.48,Electric,Cancelled,8.39,1.41,20.81,2.81,1.5,1.5,Card,True
TRP0001093,DRV00164,RDR001362,Chicago,34.408806,-101.240279,34.118705,-116.761092,2023-12-06T23:39:00Z,77,11.99,Premium,Completed,22.18,2.7,27.23,4.15,3.1,1.8,Card,False
TRP0001094,DRV00117,RDR000776,Philadelphia,40.642855,-112.746533,34.717418,-107.053436,2023-11-03T08:21:00Z,48,32.27,Economy,In Progress,29.69,2.36,49.48,4.33,1.7,2.6,Wallet,False
TRP0001095,DRV00220,RDR001049,San Jose,36.440387,-109.3003,34.390941,-115.547106,2023-10-26T11:15:00Z,24,39.76,Premium,In Progress,41.77,2.5,94.96,9.47,4.6,4.3,Wallet,False
TRP0001096,DRV00091,RDR001710,Los Angeles,39.195176,-102.942625,34.420509,-100.735825,2023-07-26T11:52:00Z,31,31.28,SUV,No Show,55.36,2.13,62.7,9.76,4.6,4.8,Wallet,False
TRP0001097,DRV00262,RDR000216,San Diego,35.132808,-82.775968,35.955791,-106.785388,2023-10-25T22:23:00Z,55,3.5,Electric,Cancelled,64.22,1.58,120.93,19.85,2.1,4.1,Corporate,False
TRP0001098,DRV00120,RDR001412,Chicago,38.597678,-99.652504,39.095115,-78.368675,2023-10-23T17:56:00Z,73,17.23,Electric,No Show,88.34,2.5,115.57,4.05,4.6,4.0,Corporate,False
TRP0001099,DRV00078,RDR000321,San Diego,38.127629,-79.146492,38.582737,-99.174352,2023-04-11T23:40:00Z,45,15.24,Premium,Cancelled,72.8,1.65,103.74,13.19,2.6,2.3,Corporate,False
TRP0001100,DRV00296,RDR001103,San Diego,34.17692,-92.552196,37.721902,-107.36361,2023-11-08T17:50:00Z,14,1.79,Economy,Completed,60.81,1.83,103.92,4.49,4.8,1.3,Corporate,False
TRP0001101,DRV00237,RDR001652,San Jose,34.665754,-112.114057,33.471446,-86.899,2023-01-03T03:17:00Z,33,4.88,Electric,In Progress,6.4,2.63,18.67,18.08,1.1,4.6,Corporate,False
TRP0001102,DRV00294,RDR000585,Houston,36.185855,-109.159331,39.14571,-82.765125,2023-08-15T12:11:00Z,18,10.8,Motorbike,No Show,146.94,2.28,393.31,14.97,5.0,3.5,Corporate,False
TRP0001103,DRV00177,RDR000392,San Antonio,37.782783,-97.299573,38.98441,-91.67143,2023-10-29T20:57:00Z,28,37.66,Premium,No Show,137.82,1.02,246.81,11.45,3.0,3.7,Card,False
TRP0001104,DRV00212,RDR001162,New York,36.681317,-90.081015,36.611983,-87.749428,2023-07-30T21:56:00Z,51,35.27,Comfort,Cancelled,108.63,1.44,156.57,2.22,1.4,2.6,Cash,False
TRP0001105,DRV00293,RDR000506,New York,37.541492,-105.75511,37.680809,-83.736163,2023-02-11T06:14:00Z,53,1.86,Economy,Cancelled,117.08,1.54,180.75,9.52,3.7,4.3,Cash,False
TRP0001106,DRV00274,RDR001154,San Antonio,37.363962,-86.88901,33.708887,-115.206564,2023-02-06T13:31:00Z,38,39.83,SUV,Cancelled,9.7,1.08,28.98,18.17,1.4,2.6,Wallet,True
TRP0001107,DRV00013,RDR001890,Phoenix,34.292397,-76.966683,34.204177,-92.718044,2023-08-02T13:59:00Z,41,2.85,Motorbike,Completed,99.46,1.81,207.73,0.66,4.9,4.5,Card,False
TRP0001108,DRV00150,RDR001834,Phoenix,38.941744,-103.189302,37.428138,-78.033017,2023-01-31T06:20:00Z,27,7.65,Premium,Cancelled,40.9,1.15,45.92,9.56,4.9,1.4,Card,False
TRP0001109,DRV00279,RDR000985,Chicago,33.791056,-86.414946,33.691283,-95.701942,2023-04-15T04:50:00Z,12,19.42,Electric,Completed,50.62,2.17,81.95,16.95,1.1,1.5,Corporate,True
TRP0001110,DRV00083,RDR001342,San Antonio,33.706119,-113.859296,34.06016,-93.987203,2023-11-20T09:20:00Z,68,48.55,Premium,Cancelled,84.68,2.82,242.84,1.5,4.7,1.9,Corporate,False
TRP0001111,DRV00262,RDR000878,San Diego,34.500178,-114.771358,37.432862,-74.620736,2023-01-20T20:31:00Z,50,18.74,Electric,No Show,46.3,2.23,56.6,19.72,1.5,3.3,Wallet,False
TRP0001112,DRV00128,RDR001797,Los Angeles,33.383081,-86.050608,33.659209,-102.901805,2023-06-19T01:26:00Z,17,32.25,SUV,In Progress,54.21,2.93,74.33,1.33,3.2,4.3,Wallet,False
TRP0001113,DRV00166,RDR000639,San Antonio,40.14737,-117.909253,38.063973,-105.265193,2023-02-03T22:29:00Z,85,9.19,Premium,No Show,76.04,2.04,215.18,7.18,2.6,2.1,Cash,True
TRP0001114,DRV00016,RDR001436,San Jose,38.843752,-98.529135,35.782945,-88.146639,2023-07-25T06:23:00Z,77,18.78,Economy,No Show,148.59,2.56,236.63,2.91,5.0,2.8,Card,False
TRP0001115,DRV00080,RDR000741,San Jose,36.240749,-116.834935,36.062253,-117.640227,2023-01-12T21:02:00Z,19,19.79,SUV,Completed,114.78,1.59,344.1,18.42,1.4,1.9,Corporate,False
TRP0001116,DRV00093,RDR001655,San Antonio,33.820859,-117.768335,40.747317,-73.879053,2023-07-30T13:34:00Z,67,13.4,Premium,Completed,68.43,2.34,203.69,16.08,1.4,1.5,Cash,True
TRP0001117,DRV00242,RDR000228,Houston,33.973717,-78.841827,38.276807,-111.699685,2023-03-15T17:09:00Z,26,20.68,SUV,Cancelled,76.72,1.35,100.51,0.26,2.1,2.3,Cash,False
TRP0001118,DRV00184,RDR000066,Dallas,33.010311,-113.847875,38.810319,-93.058985,2023-08-20T19:51:00Z,77,50.0,Economy,Completed,90.54,1.46,251.68,2.04,1.5,2.0,Card,False
TRP0001119,DRV00100,RDR000338,Los Angeles,39.129148,-94.122433,34.050016,-80.846108,2023-08-12T09:07:00Z,58,16.27,SUV,No Show,139.36,2.91,294.47,0.82,4.0,3.1,Card,False
TRP0001120,DRV00277,RDR000615,San Diego,33.818613,-105.05357,39.933775,-75.554999,2023-05-05T09:04:00Z,11,1.35,Electric,No Show,6.49,2.74,8.13,15.24,4.0,1.4,Wallet,False
TRP0001121,DRV00241,RDR001810,Houston,38.030464,-93.22288,34.402289,-89.129827,2023-12-12T17:59:00Z,60,28.01,Motorbike,Cancelled,45.31,1.05,65.43,6.89,4.9,3.2,Card,False
TRP0001122,DRV00238,RDR000200,Philadelphia,34.775349,-88.270601,38.803083,-85.657394,2023-05-09T07:52:00Z,16,28.14,Premium,In Progress,101.14,2.19,103.92,16.29,3.2,4.8,Corporate,False
TRP0001123,DRV00293,RDR000570,New York,34.49258,-77.734326,33.005302,-99.140416,2023-08-09T18:40:00Z,4,15.65,Economy,Completed,83.08,2.38,142.78,3.06,3.4,3.2,Card,False
TRP0001124,DRV00035,RDR000942,San Antonio,34.924742,-97.64438,35.186947,-98.017652,2023-01-23T02:25:00Z,51,36.53,Electric,No Show,51.74,1.29,94.62,18.53,2.7,3.2,Wallet,True
TRP0001125,DRV00072,RDR000575,Phoenix,34.55561,-85.470132,37.927722,-110.767194,2023-11-10T12:18:00Z,83,18.21,Comfort,No Show,6.01,1.6,15.31,9.98,4.6,2.3,Card,False
TRP0001126,DRV00095,RDR000357,Houston,34.700735,-94.94723,39.134339,-105.6742,2023-08-21T22:08:00Z,20,12.4,Motorbike,No Show,135.44,1.22,225.1,4.93,4.5,3.4,Wallet,False
TRP0001127,DRV00162,RDR000787,Dallas,34.392937,-95.54556,39.471942,-117.327416,2023-05-23T05:23:00Z,76,23.2,Motorbike,In Progress,139.44,1.12,417.41,4.26,3.6,3.5,Wallet,False
TRP0001128,DRV00184,RDR000660,Dallas,38.120288,-76.526984,34.114396,-100.590631,2023-01-24T08:01:00Z,30,9.47,Economy,Cancelled,127.7,2.21,227.9,18.1,3.8,3.4,Corporate,False
TRP0001129,DRV00051,RDR001699,San Jose,34.048176,-104.408403,36.258167,-93.629165,2023-04-01T03:22:00Z,22,24.53,Motorbike,Cancelled,91.24,2.18,255.44,7.65,1.8,4.4,Card,False
TRP0001130,DRV00114,RDR001989,San Diego,34.723591,-80.244931,37.690955,-95.494975,2023-06-04T17:49:00Z,47,49.32,Economy,No Show,113.47,1.02,147.79,8.36,3.7,1.2,Cash,False
TRP0001131,DRV00109,RDR000998,Philadelphia,33.678021,-115.219262,33.465079,-117.02445,2023-12-29T18:41:00Z,30,19.0,Electric,No Show,74.94,1.86,131.41,3.68,2.4,3.9,Wallet,False
TRP0001132,DRV00033,RDR001229,Dallas,35.472835,-85.280765,37.634937,-90.025792,2023-03-15T07:00:00Z,49,25.95,Comfort,No Show,55.02,2.59,92.89,16.08,1.9,4.0,Card,False
TRP0001133,DRV00240,RDR000584,San Diego,35.651981,-104.966861,38.871335,-80.295995,2023-08-16T00:50:00Z,70,23.54,SUV,Completed,115.95,2.23,335.09,7.05,3.7,3.8,Card,True
TRP0001134,DRV00232,RDR001458,San Jose,36.424089,-115.371401,34.414361,-96.808087,2023-08-03T02:08:00Z,56,48.71,Premium,Completed,145.47,2.57,192.06,1.73,3.8,2.3,Card,False
TRP0001135,DRV00038,RDR000271,Philadelphia,34.967252,-87.61724,36.126333,-89.827139,2023-12-15T14:01:00Z,81,39.96,SUV,In Progress,11.8,2.26,23.08,8.55,2.3,1.5,Cash,False
TRP0001136,DRV00064,RDR001780,San Jose,34.104476,-81.156905,37.134534,-105.198225,2023-09-20T11:26:00Z,76,27.19,Economy,Cancelled,25.83,2.82,30.16,5.72,1.6,2.2,Card,True
TRP0001137,DRV00015,RDR000690,Dallas,39.183273,-106.945384,39.018732,-92.593031,2023-12-23T04:55:00Z,33,46.98,Electric,Cancelled,69.67,2.41,79.86,2.86,2.7,3.4,Corporate,False
TRP0001138,DRV00107,RDR001097,Phoenix,38.708845,-113.352332,38.272887,-108.923255,2023-12-16T15:26:00Z,63,6.78,Motorbike,No Show,113.98,2.14,315.13,6.82,1.8,3.1,Card,True
TRP0001139,DRV00051,RDR001669,San Jose,36.102682,-102.110535,38.602635,-100.31863,2023-04-05T13:28:00Z,87,39.06,Motorbike,Cancelled,131.01,2.74,227.64,16.11,3.0,5.0,Wallet,False
TRP0001140,DRV00113,RDR001709,Los Angeles,35.923451,-100.348665,40.442818,-100.634371,2023-08-29T13:16:00Z,33,48.13,Motorbike,In Progress,74.88,2.02,163.04,3.19,2.1,4.2,Wallet,False
TRP0001141,DRV00062,RDR000645,Chicago,33.046509,-99.402592,34.036911,-92.463282,2023-06-17T12:34:00Z,54,1.57,Electric,No Show,94.94,2.72,122.09,13.44,4.5,4.1,Corporate,False
TRP0001142,DRV00253,RDR001439,San Antonio,33.174279,-98.161765,39.221009,-106.416972,2023-05-18T04:04:00Z,31,9.38,Economy,Cancelled,111.74,2.15,179.04,17.37,3.6,4.6,Cash,False
TRP0001143,DRV00101,RDR001756,Chicago,38.516587,-79.542931,38.345041,-86.543596,2023-05-27T11:31:00Z,65,14.99,Comfort,In Progress,70.84,2.72,90.24,2.32,3.1,3.8,Card,False
TRP0001144,DRV00013,RDR000275,Phoenix,33.748858,-97.62474,38.445074,-75.39246,2023-03-15T07:12:00Z,85,10.58,Motorbike,In Progress,92.81,2.29,256.31,13.87,4.7,3.8,Wallet,False
TRP0001145,DRV00033,RDR001569,Dallas,38.838751,-117.471218,34.577043,-89.643692,2023-12-10T04:54:00Z,52,36.03,Comfort,In Progress,74.77,1.4,91.64,19.77,4.5,4.3,Card,True
TRP0001146,DRV00266,RDR001674,San Diego,35.025018,-74.588965,37.345096,-108.793326,2023-04-19T13:54:00Z,36,14.96,Motorbike,In Progress,21.6,2.35,38.06,18.94,3.0,4.8,Corporate,False
TRP0001147,DRV00044,RDR000688,Phoenix,38.12092,-106.606244,40.338836,-77.920636,2023-11-03T04:01:00Z,50,35.02,Electric,No Show,4.28,2.83,6.68,14.3,1.2,4.5,Cash,False
TRP0001148,DRV00190,RDR001906,Philadelphia,34.721192,-115.753668,38.224671,-77.950048,2023-01-01T02:06:00Z,13,38.3,SUV,No Show,136.49,1.58,166.44,6.9,4.6,3.9,Card,True
TRP0001149,DRV00111,RDR001552,Philadelphia,38.826025,-116.392496,35.042247,-114.933803,2023-05-25T01:17:00Z,67,47.61,Economy,Cancelled,87.83,1.13,159.09,17.87,2.4,3.7,Wallet,False
TRP0001150,DRV00268,RDR001323,San Antonio,34.737932,-104.036757,35.55775,-95.244137,2023-04-11T01:39:00Z,15,31.9,Electric,Completed,43.34,1.21,78.3,18.63,2.5,2.8,Corporate,False
TRP0001151,DRV00282,RDR001246,San Diego,33.297614,-78.014023,39.322479,-88.432392,2023-07-27T19:33:00Z,13,13.48,SUV,Cancelled,144.42,1.97,174.12,1.87,2.5,4.7,Corporate,False
TRP0001152,DRV00058,RDR001704,Los Angeles,36.083041,-101.968847,38.886745,-94.540768,2023-12-06T06:10:00Z,75,4.72,Motorbike,In Progress,72.09,1.13,197.5,14.39,4.5,2.3,Cash,False
TRP0001153,DRV00098,RDR001205,Phoenix,35.78222,-103.278293,38.644714,-93.455545,2023-05-07T11:15:00Z,84,13.15,Premium,Cancelled,82.25,2.16,179.84,15.22,1.7,1.6,Corporate,False
TRP0001154,DRV00049,RDR000089,New York,33.532287,-103.13871,39.515071,-76.193626,2023-08-08T17:31:00Z,63,23.67,Economy,Cancelled,52.27,1.01,143.74,4.05,1.6,3.1,Cash,False
TRP0001155,DRV00237,RDR001148,San Jose,39.488952,-108.010964,35.533246,-89.29129,2023-12-30T01:10:00Z,51,9.35,Electric,No Show,66.21,1.25,134.78,18.87,2.7,4.9,Card,False
TRP0001156,DRV00098,RDR001156,Phoenix,40.390862,-112.372226,38.776482,-117.641226,2023-08-22T07:35:00Z,2,47.1,Premium,Cancelled,81.67,2.9,211.26,9.38,4.7,4.8,Card,True
TRP0001157,DRV00257,RDR001501,Chicago,36.845852,-95.322056,36.119487,-117.950648,2023-11-05T01:00:00Z,42,14.98,Motorbike,In Progress,21.86,2.81,28.26,0.96,1.6,4.4,Cash,False
TRP0001158,DRV00152,RDR001389,Dallas,40.714496,-102.304056,38.269175,-79.805517,2023-12-21T21:28:00Z,64,33.92,Economy,In Progress,34.84,1.19,77.97,18.56,3.8,2.7,Card,False
TRP0001159,DRV00056,RDR001581,San Antonio,36.190088,-83.365064,36.253757,-116.168863,2023-11-09T23:43:00Z,80,19.12,Electric,In Progress,66.87,2.05,98.24,5.75,2.1,1.1,Wallet,False
TRP0001160,DRV00083,RDR001382,San Antonio,36.038895,-85.930908,34.570213,-97.349813,2023-04-13T22:11:00Z,38,46.84,Premium,Cancelled,141.91,2.68,306.37,15.2,2.0,3.5,Card,False
TRP0001161,DRV00011,RDR000499,San Diego,36.370667,-83.698163,35.676599,-82.513413,2023-10-28T03:05:00Z,38,18.41,Economy,No Show,73.3,1.07,176.23,0.88,2.6,4.3,Cash,False
TRP0001162,DRV00005,RDR000715,San Jose,37.4842,-85.700449,38.355397,-79.988703,2023-06-22T19:29:00Z,6,2.02,Premium,Cancelled,22.78,1.44,35.95,10.01,1.8,3.0,Card,False
TRP0001163,DRV00056,RDR000187,San Antonio,39.545617,-100.701824,40.762394,-86.010375,2023-07-31T20:24:00Z,53,14.54,Electric,No Show,72.38,2.36,107.13,3.12,4.5,1.4,Corporate,False
TRP0001164,DRV00209,RDR000291,San Jose,35.483024,-93.757328,35.110957,-77.996281,2023-03-27T23:31:00Z,20,21.45,Comfort,Cancelled,117.47,1.58,126.73,0.69,4.5,3.7,Cash,True
TRP0001165,DRV00280,RDR001366,Chicago,38.970264,-82.454017,35.557036,-91.484728,2023-10-14T10:17:00Z,8,19.86,Electric,Cancelled,15.7,2.65,31.26,2.29,4.8,1.8,Card,False
TRP0001166,DRV00121,RDR001863,San Jose,34.736563,-91.077729,39.101017,-77.645716,2023-01-07T02:58:00Z,55,16.35,Premium,Completed,127.22,1.11,136.82,1.05,4.3,3.4,Card,False
TRP0001167,DRV00267,RDR000635,Phoenix,39.828863,-94.073747,33.358839,-94.29727,2023-04-29T10:44:00Z,2,6.14,Motorbike,No Show,122.0,1.13,254.68,18.87,4.0,3.5,Card,False
TRP0001168,DRV00026,RDR000855,New York,36.39758,-107.090132,36.339873,-110.332284,2023-11-26T00:32:00Z,30,46.21,Electric,Completed,96.1,1.28,122.45,12.7,3.1,2.4,Wallet,False
TRP0001169,DRV00132,RDR001867,Philadelphia,38.742462,-114.685744,39.62567,-73.096058,2023-01-19T11:43:00Z,2,38.57,Premium,Cancelled,131.16,2.35,325.72,0.17,3.5,3.0,Cash,False
TRP0001170,DRV00258,RDR001198,Los Angeles,40.899483,-84.385178,34.119447,-99.001417,2023-04-30T15:26:00Z,19,14.87,Comfort,No Show,16.92,2.3,42.55,2.08,4.2,2.7,Card,False
TRP0001171,DRV00246,RDR001112,San Jose,39.483931,-108.246521,40.414696,-98.540101,2023-09-27T21:42:00Z,18,20.21,SUV,No Show,99.76,1.05,245.15,7.93,4.1,3.6,Corporate,False
TRP0001172,DRV00089,RDR000891,San Diego,36.550826,-80.613887,37.11903,-92.355581,2023-12-19T06:28:00Z,25,29.81,Economy,In Progress,65.49,1.17,117.25,16.34,1.7,3.2,Card,False
TRP0001173,DRV00150,RDR001159,Phoenix,37.283685,-111.898942,35.731187,-96.552046,2023-08-27T04:27:00Z,32,29.25,Premium,No Show,121.84,2.95,325.54,7.6,1.1,4.4,Wallet,True
TRP0001174,DRV00163,RDR001928,San Jose,40.480543,-112.38407,36.526534,-77.862627,2023-07-18T10:30:00Z,11,1.95,SUV,Cancelled,138.01,2.14,401.17,2.78,4.8,4.5,Corporate,False
TRP0001175,DRV00048,RDR000234,Los Angeles,39.732108,-104.123356,36.428244,-115.476289,2023-11-30T11:49:00Z,58,26.95,SUV,Completed,14.8,1.01,32.66,5.24,3.4,3.6,Corporate,False
TRP0001176,DRV00179,RDR001316,Los Angeles,33.133283,-111.641685,34.569416,-112.442896,2023-03-18T10:40:00Z,8,32.15,SUV,Completed,95.09,1.13,191.54,16.71,1.1,2.1,Card,False
TRP0001177,DRV00177,RDR001743,San Antonio,34.512261,-90.787235,39.566719,-89.470543,2023-01-09T12:10:00Z,25,7.89,Premium,Completed,26.82,1.03,77.9,12.78,1.1,1.5,Wallet,False
TRP0001178,DRV00198,RDR001438,Philadelphia,39.439442,-97.694546,34.913744,-75.466418,2023-11-22T09:01:00Z,56,32.73,SUV,No Show,23.42,1.99,60.04,1.84,3.6,2.1,Corporate,False
TRP0001179,DRV00209,RDR001476,San Jose,36.043435,-77.355185,39.311887,-101.715084,2023-06-05T08:23:00Z,65,34.08,Comfort,Cancelled,40.59,1.51,99.41,5.61,3.6,4.6,Corporate,False
TRP0001180,DRV00264,RDR001611,Houston,35.373388,-84.636579,34.829127,-75.709959,2023-06-30T20:35:00Z,36,10.33,SUV,In Progress,77.48,2.26,209.92,16.64,1.9,4.9,Wallet,False
TRP0001181,DRV00124,RDR000969,San Diego,35.919349,-96.80502,40.394493,-77.450854,2023-05-29T07:10:00Z,86,8.14,Economy,In Progress,122.28,2.54,271.48,4.37,4.3,2.0,Cash,False
TRP0001182,DRV00173,RDR001563,San Diego,38.792478,-104.247929,39.397679,-101.746983,2023-01-17T19:11:00Z,6,43.39,Electric,No Show,55.34,1.8,73.62,16.45,1.2,1.8,Cash,False
TRP0001183,DRV00291,RDR001874,Los Angeles,38.906432,-77.185654,39.756291,-91.436928,2023-05-19T20:50:00Z,61,2.76,Motorbike,No Show,68.68,2.33,201.85,0.1,3.2,1.1,Corporate,False
TRP0001184,DRV00172,RDR000079,Los Angeles,38.412672,-86.989255,38.088206,-104.504618,2023-06-25T00:42:00Z,46,28.18,SUV,Cancelled,19.16,2.92,22.77,4.19,1.9,1.3,Corporate,False
TRP0001185,DRV00120,RDR001705,Chicago,39.06746,-109.535918,39.379898,-85.380245,2023-02-21T03:09:00Z,64,41.31,Electric,Cancelled,94.2,2.31,202.74,5.5,4.5,2.6,Cash,False
TRP0001186,DRV00136,RDR000779,San Jose,40.248886,-81.724404,35.751568,-86.864468,2023-09-26T11:31:00Z,57,7.87,SUV,Cancelled,126.55,2.06,266.77,13.54,2.4,2.4,Card,False
TRP0001187,DRV00221,RDR001282,San Jose,33.646573,-107.553236,33.750136,-96.551359,2023-06-05T11:53:00Z,79,48.85,Economy,No Show,124.1,1.63,293.93,13.77,3.8,4.7,Corporate,False
TRP0001188,DRV00243,RDR000410,San Diego,34.979606,-106.741909,33.763747,-80.045155,2023-02-14T21:20:00Z,15,9.73,SUV,In Progress,64.11,1.75,118.37,14.44,4.5,1.7,Corporate,False
TRP0001189,DRV00052,RDR000528,Phoenix,37.205752,-94.99762,39.268289,-98.106605,2023-03-23T00:37:00Z,56,9.1,Comfort,Completed,7.23,1.85,10.61,12.07,2.7,1.1,Cash,False
TRP0001190,DRV00038,RDR000637,Philadelphia,35.684695,-85.947538,38.768829,-81.032228,2023-10-04T04:58:00Z,65,22.07,SUV,Cancelled,141.33,2.83,340.29,8.38,1.9,4.2,Cash,False
TRP0001191,DRV00144,RDR001087,Chicago,40.658158,-104.114059,35.75325,-75.890801,2023-12-03T09:41:00Z,69,39.19,SUV,Cancelled,138.2,1.11,240.27,16.32,2.6,2.5,Cash,False
TRP0001192,DRV00122,RDR000741,Philadelphia,39.136869,-98.129646,36.732466,-90.712966,2023-02-02T03:45:00Z,34,5.8,Electric,No Show,22.48,1.59,23.57,5.7,2.0,4.6,Cash,False
TRP0001193,DRV00128,RDR001875,Los Angeles,39.364363,-78.103062,38.485408,-79.491082,2023-12-07T18:30:00Z,80,22.08,SUV,In Progress,57.76,1.24,131.98,6.41,2.6,3.7,Card,False
TRP0001194,DRV00065,RDR001864,New York,36.615316,-79.424511,37.073869,-80.116619,2023-03-14T21:39:00Z,45,19.8,SUV,Completed,121.91,2.49,300.18,9.78,4.3,1.6,Card,False
TRP0001195,DRV00204,RDR000907,San Antonio,34.74265,-97.277077,39.224112,-112.874124,2023-01-14T11:08:00Z,11,28.58,Premium,In Progress,118.67,1.97,223.59,5.84,4.4,4.0,Card,False
TRP0001196,DRV00101,RDR000022,Chicago,39.470916,-110.008827,34.047457,-88.920912,2023-09-24T07:35:00Z,37,3.3,Comfort,In Progress,49.72,2.11,53.12,4.26,4.8,3.6,Card,False
TRP0001197,DRV00162,RDR000097,Dallas,34.901918,-82.939987,35.177605,-90.793586,2023-04-16T08:26:00Z,59,25.4,Motorbike,In Progress,114.9,2.36,183.29,1.38,3.8,1.6,Corporate,True
TRP0001198,DRV00023,RDR001362,Chicago,34.0573,-110.236458,33.387745,-84.234585,2023-02-21T07:15:00Z,33,4.24,SUV,No Show,125.03,1.75,150.17,6.21,1.6,1.4,Cash,False
TRP0001199,DRV00121,RDR001404,San Jose,38.849633,-78.333227,38.376947,-94.466266,2023-11-23T13:14:00Z,72,9.1,Premium,In Progress,111.81,2.68,164.93,11.31,3.7,1.3,Corporate,False
TRP0001200,DRV00195,RDR001214,San Antonio,38.651447,-88.839278,36.427285,-109.711574,2023-01-22T00:22:00Z,61,30.21,Premium,Cancelled,113.12,1.16,271.21,1.99,1.2,2.9,Card,False
TRP0001201,DRV00059,RDR001785,Philadelphia,39.354216,-82.249487,38.370335,-80.292256,2023-06-14T03:11:00Z,36,21.97,Premium,Cancelled,85.41,1.92,175.79,1.62,1.4,4.1,Card,False
TRP0001202,DRV00156,RDR000968,San Diego,34.134145,-100.205745,35.707452,-80.978384,2023-11-04T05:29:00Z,48,18.41,Comfort,In Progress,64.79,2.0,95.41,8.92,3.7,1.5,Corporate,False
TRP0001203,DRV00218,RDR000276,Phoenix,38.937482,-83.578942,36.053462,-83.063742,2023-10-06T07:01:00Z,47,12.41,Motorbike,No Show,61.92,1.73,87.61,1.97,3.2,4.4,Corporate,False
TRP0001204,DRV00024,RDR001343,New York,40.421035,-83.735883,35.309518,-100.864866,2023-02-05T09:19:00Z,19,8.71,Economy,In Progress,34.96,2.77,47.26,8.49,3.9,1.0,Card,True
TRP0001205,DRV00235,RDR000357,Chicago,38.009676,-113.398026,34.484551,-94.988859,2023-02-27T19:25:00Z,14,21.1,SUV,In Progress,103.58,1.41,294.81,5.24,1.1,2.0,Wallet,False
TRP0001206,DRV00276,RDR001849,Los Angeles,36.86429,-117.016863,36.019236,-92.857029,2023-04-29T00:01:00Z,51,48.86,Electric,No Show,90.19,2.08,177.93,12.07,3.6,2.6,Cash,True
TRP0001207,DRV00177,RDR000297,San Antonio,39.235715,-86.187391,40.58432,-112.887334,2023-11-26T05:30:00Z,25,29.04,Premium,Completed,112.78,1.77,247.73,5.6,1.2,2.1,Corporate,False
TRP0001208,DRV00297,RDR000263,San Antonio,37.108504,-105.365538,33.992618,-109.33392,2023-02-14T17:07:00Z,71,5.16,Motorbike,In Progress,69.39,2.39,176.62,18.92,3.6,4.4,Corporate,False
TRP0001209,DRV00230,RDR001706,New York,37.612409,-77.752449,37.653082,-97.804194,2023-11-04T01:20:00Z,68,26.53,Comfort,Cancelled,99.46,2.86,126.28,9.81,1.4,3.2,Corporate,False
TRP0001210,DRV00214,RDR001095,Dallas,38.303277,-73.22946,40.131087,-117.576408,2023-02-09T15:13:00Z,14,18.12,SUV,No Show,84.28,1.81,125.28,19.86,1.8,1.4,Corporate,False
TRP0001211,DRV00181,RDR001543,Houston,36.315342,-99.165142,35.440706,-99.526567,2023-09-07T17:32:00Z,24,22.71,SUV,Completed,112.49,1.18,301.29,4.23,4.4,3.8,Card,False
TRP0001212,DRV00272,RDR000234,Dallas,39.108878,-89.064913,33.103744,-114.541312,2023-09-10T11:12:00Z,23,48.91,SUV,Cancelled,105.56,1.23,152.39,19.67,1.8,4.7,Cash,True
TRP0001213,DRV00241,RDR001185,Houston,33.293048,-79.845187,35.483778,-90.907692,2023-01-29T07:30:00Z,69,30.89,Motorbike,Cancelled,51.43,2.2,128.55,7.43,4.1,3.0,Wallet,False
TRP0001214,DRV00121,RDR001702,San Jose,33.989299,-96.317691,35.227613,-85.036696,2023-11-06T20:09:00Z,77,34.16,Premium,Cancelled,83.58,2.82,213.5,17.84,1.4,4.2,Card,False
TRP0001215,DRV00166,RDR001727,San Antonio,40.851639,-75.309395,35.032486,-95.791104,2023-08-04T05:57:00Z,10,28.1,Premium,Completed,95.51,2.64,284.9,14.13,2.6,1.1,Corporate,False
TRP0001216,DRV00293,RDR001690,New York,34.663274,-83.234783,35.013513,-107.481062,2023-06-10T12:13:00Z,47,30.11,Economy,Completed,40.96,2.21,41.67,15.44,2.9,2.6,Wallet,True
TRP0001217,DRV00220,RDR001615,San Jose,37.634359,-97.083374,38.037102,-76.84001,2023-01-17T17:47:00Z,41,34.94,Premium,Cancelled,56.27,2.41,108.14,12.72,4.6,2.3,Card,False
