rating_id,trip_id,driver_id,rider_id,rating_by,rating_value,review_text,cleanliness_score,punctuality_score,communication_score,rating_timestamp
RTG000838,TRP0002646,DRV00108,RDR000596,rider,4.1,Review comment 838,1,4,3,2023-11-09T00:00:00Z
RTG000839,TRP0001133,DRV00240,RDR000584,rider,1.1,Review comment 839,2,4,5,2023-02-06T00:00:00Z
RTG000840,TRP0002091,DRV00195,RDR001103,rider,1.7,Review comment 840,2,3,3,2023-10-02T00:00:00Z
RTG000841,TRP0003637,DRV00049,RDR001767,driver,5.0,Review comment 841,1,4,2,2023-08-07T00:00:00Z
RTG000842,TRP0002265,DRV00070,RDR001067,rider,4.8,Review comment 842,1,3,3,2023-07-29T00:00:00Z
RTG000843,TRP0002000,DRV00041,RDR000907,rider,3.3,Review comment 843,2,1,1,2023-04-03T00:00:00Z
RTG000844,TRP0001067,DRV00140,RDR000918,driver,4.4,Review comment 844,1,4,1,2023-11-30T00:00:00Z
RTG000845,TRP0001443,DRV00031,RDR001957,driver,2.2,Review comment 845,2,5,4,2023-02-03T00:00:00Z
RTG000846,TRP0002191,DRV00220,RDR000684,rider,3.0,Review comment 846,5,2,1,2023-06-10T00:00:00Z
RTG000847,TRP0000635,DRV00086,RDR001201,rider,2.0,Review comment 847,5,2,4,2023-03-13T00:00:00Z
RTG000848,TRP0001689,DRV00240,RDR000011,driver,1.4,Review comment 848,5,1,2,2023-04-06T00:00:00Z
RTG000849,TRP0003853,DRV00071,RDR001832,rider,2.3,Review comment 849,3,2,4,2023-05-15T00:00:00Z
RTG000850,TRP0003241,DRV00076,RDR000976,driver,3.1,Review comment 850,3,5,2,2023-11-18T00:00:00Z
RTG000851,TRP0001890,DRV00270,RDR000826,driver,3.6,Review comment 851,2,2,2,2023-07-28T00:00:00Z
RTG000852,TRP0002370,DRV00052,RDR001958,rider,3.3,Review comment 852,5,1,3,2023-08-27T00:00:00Z
RTG000853,TRP0000733,DRV00089,RDR000218,rider,1.0,Review comment 853,1,5,1,2023-03-12T00:00:00Z
RTG000854,TRP0001494,DRV00096,RDR001035,driver,1.9,Review comment 854,5,2,1,2023-01-24T00:00:00Z
RTG000855,TRP0001351,DRV00273,RDR000780,driver,2.8,Review comment 855,2,2,5,2023-01-17T00:00:00Z
RTG000856,TRP0001720,DRV00253,RDR001250,driver,2.3,Review comment 856,3,4,4,2023-01-10T00:00:00Z
RTG000857,TRP0001405,DRV00015,RDR000501,driver,4.8,Review comment 857,3,2,3,2023-05-05T00:00:00Z
RTG000858,TRP0001485,DRV00053,RDR001689,driver,2.4,Review comment 858,2,4,4,2023-02-11T00:00:00Z
RTG000859,TRP0001304,DRV00149,RDR001597,rider,4.0,Review comment 859,3,3,4,2023-05-19T00:00:00Z
RTG000860,TRP0000029,DRV00028,RDR001272,driver,4.6,Review comment 860,5,5,2,2023-09-04T00:00:00Z
RTG000861,TRP0000341,DRV00041,RDR001667,rider,1.2,Review comment 861,5,2,4,2023-10-17T00:00:00Z
RTG000862,TRP0000256,DRV00265,RDR000026,driver,4.9,Review comment 862,5,1,3,2023-02-03T00:00:00Z
RTG000863,TRP0002714,DRV00298,RDR000807,driver,2.5,Review comment 863,4,2,5,2023-07-06T00:00:00Z
RTG000864,TRP0003461,DRV00208,RDR000055,driver,4.4,Review comment 864,3,5,5,2023-01-29T00:00:00Z
RTG000865,TRP0002981,DRV00282,RDR000148,rider,5.0,Review comment 865,2,3,2,2023-11-10T00:00:00Z
RTG000866,TRP0003731,DRV00209,RDR000299,rider,2.4,Review comment 866,2,2,1,2023-07-02T00:00:00Z
RTG000867,TRP0002919,DRV00288,RDR000368,driver,1.8,Review comment 867,4,1,3,2023-01-01T00:00:00Z
RTG000868,TRP0002839,DRV00062,RDR001653,rider,4.8,Review comment 868,3,1,4,2023-02-13T00:00:00Z
RTG000869,TRP0002427,DRV00244,RDR000487,driver,3.3,Review comment 869,3,2,5,2023-05-01T00:00:00Z
RTG000870,TRP0003067,DRV00073,RDR000590,rider,2.3,Review comment 870,2,5,5,2023-07-30T00:00:00Z
RTG000871,TRP0000046,DRV00141,RDR000928,rider,4.9,Review comment 871,1,3,2,2023-10-09T00:00:00Z
RTG000872,TRP0000514,DRV00061,RDR001378,rider,2.8,Review comment 872,3,2,3,2023-10-17T00:00:00Z
RTG000873,TRP0002832,DRV00163,RDR000452,driver,4.3,Review comment 873,4,3,4,2023-08-27T00:00:00Z
RTG000874,TRP0003552,DRV00094,RDR000015,driver,3.9,Review comment 874,3,2,4,2023-04-17T00:00:00Z
RTG000875,TRP0000644,DRV00058,RDR000227,rider,4.2,Review comment 875,1,2,2,2023-12-20T00:00:00Z
RTG000876,TRP0003510,DRV00101,RDR000503,driver,4.8,Review comment 876,4,4,5,2023-12-31T00:00:00Z
RTG000877,TRP0000509,DRV00211,RDR001566,driver,3.5,Review comment 877,2,2,2,2023-07-23T00:00:00Z
RTG000878,TRP0001508,DRV00068,RDR000122,driver,1.3,Review comment 878,1,3,1,2023-09-21T00:00:00Z
RTG000879,TRP0001983,DRV00295,RDR001558,rider,4.3,Review comment 879,4,4,4,2023-09-21T00:00:00Z
RTG000880,TRP0001258,DRV00265,RDR001132,rider,2.5,Review comment 880,5,4,5,2023-09-23T00:00:00Z
RTG000881,TRP0003568,DRV00035,RDR001129,driver,1.9,Review comment 881,2,1,1,2023-09-02T00:00:00Z
RTG000882,TRP0003658,DRV00231,RDR000069,rider,3.7,Review comment 882,1,1,3,2023-04-06T00:00:00Z
RTG000883,TRP0001013,DRV00205,RDR000924,rider,4.0,Review comment 883,5,1,5,2023-04-28T00:00:00Z
RTG000884,TRP0002958,DRV00142,RDR000803,driver,1.6,Review comment 884,4,1,2,2023-06-05T00:00:00Z
RTG000885,TRP0001637,DRV00099,RDR001243,rider,4.7,Review comment 885,1,4,5,2023-11-11T00:00:00Z
RTG000886,TRP0000012,DRV00035,RDR000099,rider,2.0,Review comment 886,4,2,5,2023-08-06T00:00:00Z
RTG000887,TRP0003285,DRV00195,RDR000503,rider,2.7,Review comment 887,5,4,5,2023-03-04T00:00:00Z
RTG000888,TRP0002963,DRV00276,RDR001746,driver,3.2,Review comment 888,1,1,1,2023-08-23T00:00:00Z
RTG000889,TRP0002995,DRV00192,RDR000135,driver,2.3,Review comment 889,5,5,2,2023-03-09T00:00:00Z
RTG000890,TRP0000622,DRV00088,RDR001216,rider,3.5,Review comment 890,3,1,2,2023-09-18T00:00:00Z
RTG000891,TRP0000598,DRV00282,RDR001663,rider,1.3,Review comment 891,3,2,1,2023-04-23T00:00:00Z
RTG000892,TRP0001441,DRV00006,RDR001900,rider,1.3,Review comment 892,1,5,1,2023-01-09T00:00:00Z
RTG000893,TRP0000652,DRV00023,RDR001347,rider,3.5,Review comment 893,3,1,2,2023-06-14T00:00:00Z
RTG000894,TRP0003650,DRV00138,RDR001891,rider,3.2,Review comment 894,2,1,3,2023-05-27T00:00:00Z
RTG000895,TRP0001708,DRV00015,RDR001307,driver,4.2,Review comment 895,5,3,3,2023-11-13T00:00:00Z
RTG000896,TRP0001009,DRV00193,RDR000721,driver,3.8,Review comment 896,4,3,3,2023-06-30T00:00:00Z
RTG000897,TRP0001323,DRV00081,RDR001651,rider,4.1,Review comment 897,5,1,5,2024-01-01T00:00:00Z
RTG000898,TRP0003620,DRV00159,RDR001995,driver,4.6,Review comment 898,3,3,3,2023-09-25T00:00:00Z
RTG000899,TRP0001778,DRV00106,RDR000766,rider,2.2,Review comment 899,4,1,5,2023-04-24T00:00:00Z
RTG000900,TRP0000742,DRV00110,RDR001852,driver,5.0,Review comment 900,1,4,1,2023-09-30T00:00:00Z
RTG000901,TRP0002880,DRV00281,RDR001708,rider,4.5,Review comment 901,1,5,5,2023-09-14T00:00:00Z
RTG000902,TRP0001275,DRV00158,RDR001377,driver,1.7,Review comment 902,4,4,1,2023-11-06T00:00:00Z
RTG000903,TRP0003034,DRV00046,RDR001294,rider,1.7,Review comment 903,2,4,3,2023-04-20T00:00:00Z
RTG000904,TRP0001123,DRV00293,RDR000570,rider,4.0,Review comment 904,3,2,3,2023-04-22T00:00:00Z
RTG000905,TRP0003816,DRV00158,RDR001280,driver,3.9,Review comment 905,3,5,1,2023-05-30T00:00:00Z
RTG000906,TRP0002229,DRV00189,RDR000658,driver,1.9,Review comment 906,4,5,2,2023-02-12T00:00:00Z
RTG000907,TRP0002249,DRV00058,RDR001133,driver,3.4,Review comment 907,3,5,2,2023-05-23T00:00:00Z
RTG000908,TRP0001907,DRV00044,RDR000006,rider,4.7,Review comment 908,4,2,3,2023-08-19T00:00:00Z
RTG000909,TRP0001819,DRV00218,RDR000696,rider,1.1,Review comment 909,2,5,3,2023-07-05T00:00:00Z
RTG000910,TRP0002608,DRV00041,RDR001289,driver,1.3,Review comment 910,5,1,5,2023-01-30T00:00:00Z
RTG000911,TRP0001585,DRV00236,RDR001881,rider,3.5,Review comment 911,2,3,5,2023-08-31T00:00:00Z
RTG000912,TRP0003481,DRV00298,RDR000671,driver,2.8,Review comment 912,4,2,3,2023-11-25T00:00:00Z
RTG000913,TRP0003137,DRV00056,RDR000438,driver,2.7,Review comment 913,2,5,4,2023-09-14T00:00:00Z
RTG000914,TRP0000666,DRV00209,RDR000860,driver,3.1,Review comment 914,1,5,2,2023-06-03T00:00:00Z
RTG000915,TRP0001324,DRV00182,RDR000590,driver,1.9,Review comment 915,4,2,3,2023-03-20T00:00:00Z
RTG000916,TRP0000160,DRV00107,RDR000306,rider,3.4,Review comment 916,5,5,4,2023-11-20T00:00:00Z
RTG000917,TRP0002640,DRV00072,RDR001810,driver,1.6,Review comment 917,1,4,1,2023-09-05T00:00:00Z
RTG000918,TRP0002978,DRV00256,RDR000968,driver,1.3,Review comment 918,5,1,3,2023-09-29T00:00:00Z
RTG000919,TRP0001291,DRV00228,RDR001599,rider,1.6,Review comment 919,4,5,2,2023-07-05T00:00:00Z
RTG000920,TRP0001632,DRV00211,RDR000472,rider,4.9,Review comment 920,3,5,1,2023-08-04T00:00:00Z
RTG000921,TRP0001358,DRV00148,RDR001947,driver,1.8,Review comment 921,5,4,4,2023-01-30T00:00:00Z
RTG000922,TRP0002510,DRV00121,RDR000124,driver,1.9,Review comment 922,5,2,5,2023-02-18T00:00:00Z
RTG000923,TRP0002739,DRV00210,RDR000969,rider,4.1,Review comment 923,2,5,1,2023-02-23T00:00:00Z
RTG000924,TRP0000080,DRV00202,RDR000247,rider,3.2,Review comment 924,1,1,2,2023-12-11T00:00:00Z
RTG000925,TRP0002098,DRV00016,RDR000008,rider,2.4,Review comment 925,2,1,4,2023-04-10T00:00:00Z
RTG000926,TRP0001393,DRV00293,RDR001811,driver,1.6,Review comment 926,3,2,3,2023-05-18T00:00:00Z
RTG000927,TRP0000129,DRV00232,RDR000620,driver,4.4,Review comment 927,5,5,1,2023-04-02T00:00:00Z
RTG000928,TRP0003660,DRV00252,RDR000059,rider,2.8,Review comment 928,4,2,1,2023-08-23T00:00:00Z
RTG000929,TRP0001157,DRV00257,RDR001501,driver,2.9,Review comment 929,2,4,4,2023-12-02T00:00:00Z
RTG000930,TRP0001059,DRV00143,RDR001185,rider,3.3,Review comment 930,1,4,2,2023-03-27T00:00:00Z
RTG000931,TRP0002298,DRV00155,RDR001439,rider,4.1,Review comment 931,4,3,1,2023-10-24T00:00:00Z
RTG000932,TRP0003884,DRV00290,RDR000626,rider,4.3,Review comment 932,5,4,1,2023-05-11T00:00:00Z
RTG000933,TRP0002166,DRV00116,RDR001724,driver,3.4,Review comment 933,5,2,5,2023-10-16T00:00:00Z
RTG000934,TRP0002040,DRV00042,RDR001947,driver,1.6,Review comment 934,4,1,5,2023-08-10T00:00:00Z
RTG000935,TRP0003713,DRV00225,RDR000275,driver,4.0,Review comment 935,1,4,5,2023-08-17T00:00:00Z
RTG000936,TRP0002879,DRV00159,RDR001772,driver,4.5,Review comment 936,3,1,1,2023-09-22T00:00:00Z
RTG000937,TRP0001207,DRV00177,RDR000297,driver,2.6,Review comment 937,5,4,3,2023-10-21T00:00:00Z
RTG000938,TRP0003430,DRV00027,RDR001391,driver,3.5,Review comment 938,5,1,4,2023-03-01T00:00:00Z
RTG000939,TRP0001979,DRV00286,RDR001233,rider,4.1,Review comment 939,1,2,4,2023-08-09T00:00:00Z
RTG000940,TRP0003967,DRV00135,RDR001428,rider,4.6,Review comment 940,1,5,1,2023-02-27T00:00:00Z
RTG000941,TRP0003124,DRV00159,RDR001841,driver,3.0,Review comment 941,1,3,3,2023-03-17T00:00:00Z
RTG000942,TRP0000770,DRV00271,RDR001566,rider,3.4,Review comment 942,2,3,2,2023-09-07T00:00:00Z
RTG000943,TRP0001285,DRV00251,RDR001103,driver,2.2,Review comment 943,4,4,4,2023-06-13T00:00:00Z
RTG000944,TRP0003820,DRV00279,RDR001541,driver,1.6,Review comment 944,5,5,4,2023-07-13T00:00:00Z
RTG000945,TRP0001605,DRV00195,RDR000253,driver,2.4,Review comment 945,1,4,1,2023-09-11T00:00:00Z
RTG000946,TRP0000806,DRV00274,RDR000138,rider,4.9,Review comment 946,1,3,3,2023-03-25T00:00:00Z
RTG000947,TRP0000294,DRV00002,RDR001819,rider,1.6,Review comment 947,1,5,1,2023-11-19T00:00:00Z
RTG000948,TRP0000370,DRV00198,RDR000211,driver,2.9,Review comment 948,3,2,4,2023-12-24T00:00:00Z
RTG000949,TRP0000367,DRV00129,RDR001470,rider,2.3,Review comment 949,5,3,5,2023-03-07T00:00:00Z
RTG000950,TRP0001212,DRV00272,RDR000234,rider,2.7,Review comment 950,3,5,5,2023-10-24T00:00:00Z
RTG000951,TRP0002670,DRV00129,RDR001212,rider,3.8,Review comment 951,5,1,2,2023-06-21T00:00:00Z
RTG000952,TRP0003777,DRV00170,RDR001196,rider,4.2,Review comment 952,3,4,2,2023-12-20T00:00:00Z
RTG000953,TRP0001116,DRV00093,RDR001655,driver,5.0,Review comment 953,1,2,1,2023-12-13T00:00:00Z
RTG000954,TRP0001972,DRV00221,RDR000738,driver,1.2,Review comment 954,3,2,5,2023-12-25T00:00:00Z
RTG000955,TRP0000981,DRV00042,RDR000326,driver,4.3,Review comment 955,5,4,4,2023-10-31T00:00:00Z
RTG000956,TRP0000410,DRV00173,RDR001211,rider,3.4,Review comment 956,2,2,1,2023-10-15T00:00:00Z
RTG000957,TRP0002466,DRV00128,RDR000448,driver,3.3,Review comment 957,5,2,3,2023-02-02T00:00:00Z
RTG000958,TRP0001933,DRV00144,RDR001268,driver,3.5,Review comment 958,3,3,3,2023-10-20T00:00:00Z
RTG000959,TRP0003230,DRV00232,RDR000191,rider,2.4,Review comment 959,3,4,1,2023-06-20T00:00:00Z
RTG000960,TRP0002217,DRV00281,RDR000003,rider,1.4,Review comment 960,5,3,2,2023-04-24T00:00:00Z
RTG000961,TRP0002965,DRV00221,RDR001591,driver,1.4,Review comment 961,4,4,3,2023-05-04T00:00:00Z
RTG000962,TRP0001222,DRV00164,RDR001718,rider,2.0,Review comment 962,5,1,2,2023-07-02T00:00:00Z
RTG000963,TRP0003250,DRV00044,RDR001482,rider,3.9,Review comment 963,5,3,5,2023-08-05T00:00:00Z
RTG000964,TRP0002806,DRV00168,RDR001812,driver,4.2,Review comment 964,2,2,1,2023-03-02T00:00:00Z
RTG000965,TRP0001097,DRV00262,RDR000216,driver,4.2,Review comment 965,5,2,5,2023-12-22T00:00:00Z
RTG000966,TRP0000582,DRV00124,RDR001110,rider,4.1,Review comment 966,4,4,1,2023-09-28T00:00:00Z
RTG000967,TRP0003263,DRV00144,RDR001945,rider,3.4,Review comment 967,3,1,4,2023-05-07T00:00:00Z
RTG000968,TRP0001322,DRV00133,RDR001290,rider,2.5,Review comment 968,5,5,3,2023-02-16T00:00:00Z
RTG000969,TRP0002608,DRV00041,RDR001289,driver,5.0,Review comment 969,3,5,2,2023-01-27T00:00:00Z
RTG000970,TRP0003031,DRV00265,RDR000503,rider,3.2,Review comment 970,1,4,3,2023-12-26T00:00:00Z
RTG000971,TRP0001533,DRV00221,RDR001844,rider,1.6,Review comment 971,1,2,1,2023-09-28T00:00:00Z
RTG000972,TRP0001114,DRV00016,RDR001436,rider,2.9,Review comment 972,4,4,2,2023-12-26T00:00:00Z
RTG000973,TRP0003758,DRV00053,RDR000478,rider,2.2,Review comment 973,1,4,5,2023-04-01T00:00:00Z
RTG000974,TRP0001251,DRV00089,RDR001853,rider,1.8,Review comment 974,1,4,1,2023-08-06T00:00:00Z
RTG000975,TRP0003489,DRV00087,RDR001379,rider,1.2,Review comment 975,2,3,5,2023-05-02T00:00:00Z
RTG000976,TRP0003754,DRV00153,RDR000031,driver,4.5,Review comment 976,4,5,2,2023-12-11T00:00:00Z
RTG000977,TRP0001166,DRV00121,RDR001863,rider,2.5,Review comment 977,2,5,2,2023-05-27T00:00:00Z
RTG000978,TRP0002975,DRV00038,RDR001384,driver,4.9,Review comment 978,1,1,4,2023-05-27T00:00:00Z
RTG000979,TRP0003782,DRV00092,RDR000104,driver,1.9,Review comment 979,4,4,4,2023-10-19T00:00:00Z
RTG000980,TRP0002143,DRV00003,RDR000128,driver,3.5,Review comment 980,3,3,2,2023-04-29T00:00:00Z
RTG000981,TRP0000362,DRV00166,RDR000024,rider,2.3,Review comment 981,4,3,4,2023-01-10T00:00:00Z
RTG000982,TRP0002260,DRV00199,RDR001659,rider,1.1,Review comment 982,5,2,4,2023-07-22T00:00:00Z
RTG000983,TRP0000693,DRV00083,RDR001207,rider,2.1,Review comment 983,3,1,5,2023-10-03T00:00:00Z
RTG000984,TRP0002942,DRV00255,RDR001958,rider,3.9,Review comment 984,2,3,1,2023-09-10T00:00:00Z
RTG000985,TRP0003205,DRV00168,RDR001384,driver,1.8,Review comment 985,2,2,3,2023-01-03T00:00:00Z
RTG000986,TRP0003916,DRV00044,RDR000715,rider,4.1,Review comment 986,4,4,2,2023-04-14T00:00:00Z
RTG000987,TRP0002745,DRV00165,RDR000622,rider,4.7,Review comment 987,5,1,3,2023-08-01T00:00:00Z
RTG000988,TRP0002446,DRV00258,RDR000657,driver,4.1,Review comment 988,4,4,1,2023-06-02T00:00:00Z
RTG000989,TRP0002326,DRV00136,RDR000410,rider,3.2,Review comment 989,3,5,5,2023-08-31T00:00:00Z
RTG000990,TRP0002133,DRV00291,RDR001004,driver,3.8,Review comment 990,2,5,1,2023-03-21T00:00:00Z
RTG000991,TRP0002322,DRV00168,RDR000662,driver,2.5,Review comment 991,4,4,1,2023-11-27T00:00:00Z
RTG000992,TRP0003337,DRV00069,RDR001949,rider,2.1,Review comment 992,1,2,3,2023-07-29T00:00:00Z
RTG000993,TRP0002318,DRV00038,RDR001742,rider,1.7,Review comment 993,5,4,5,2023-02-14T00:00:00Z
RTG000994,TRP0001779,DRV00010,RDR001073,driver,2.2,Review comment 994,1,1,4,2023-05-17T00:00:00Z
RTG000995,TRP0002244,DRV00297,RDR001854,rider,4.7,Review comment 995,1,1,2,2023-01-13T00:00:00Z
RTG000996,TRP0002797,DRV00110,RDR001644,rider,4.7,Review comment 996,4,5,2,2023-04-11T00:00:00Z
RTG000997,TRP0000660,DRV00085,RDR000170,rider,4.2,Review comment 997,4,1,3,2023-08-07T00:00:00Z
RTG000998,TRP0003572,DRV00097,RDR001628,driver,3.5,Review comment 998,1,2,1,2023-03-09T00:00:00Z
RTG000999,TRP0002094,DRV00232,RDR001556,driver,4.1,Review comment 999,1,2,2,2023-03-04T00:00:00Z
RTG001000,TRP0001147,DRV00044,RDR000688,driver,3.9,Review comment 1000,2,3,2,2023-12-22T00:00:00Z
RTG001001,TRP0002099,DRV00140,RDR000232,driver,4.5,Review comment 1001,5,4,2,2023-04-05T00:00:00Z
RTG001002,TRP0003520,DRV00005,RDR001497,rider,4.6,Review comment 1002,1,4,1,2023-12-09T00:00:00Z
RTG001003,TRP0001431,DRV00068,RDR000614,rider,2.8,Review comment 1003,3,4,5,2023-01-05T00:00:00Z
RTG001004,TRP0001094,DRV00117,RDR000776,driver,4.3,Review comment 1004,5,3,1,2023-03-23T00:00:00Z
RTG001005,TRP0003180,DRV00041,RDR001432,driver,2.1,Review comment 1005,5,5,4,2023-10-18T00:00:00Z
RTG001006,TRP0001852,DRV00128,RDR001383,rider,2.5,Review comment 1006,2,2,4,2023-09-21T00:00:00Z
RTG001007,TRP0003158,DRV00236,RDR001171,driver,2.7,Review comment 1007,5,1,1,2023-08-01T00:00:00Z
RTG001008,TRP0002115,DRV00131,RDR001954,driver,3.8,Review comment 1008,5,1,3,2023-08-28T00:00:00Z
RTG001009,TRP0003658,DRV00231,RDR000069,driver,4.4,Review comment 1009,2,2,1,2023-05-14T00:00:00Z
RTG001010,TRP0003129,DRV00072,RDR000523,driver,3.7,Review comment 1010,1,5,3,2023-03-08T00:00:00Z
RTG001011,TRP0001676,DRV00078,RDR001033,driver,2.4,Review comment 1011,2,1,4,2023-08-14T00:00:00Z
RTG001012,TRP0003541,DRV00006,RDR000188,driver,4.1,Review comment 1012,5,3,3,2023-05-12T00:00:00Z
RTG001013,TRP0001950,DRV00217,RDR000460,driver,2.4,Review comment 1013,4,5,2,2023-06-17T00:00:00Z
RTG001014,TRP0003489,DRV00087,RDR001379,driver,1.6,Review comment 1014,4,1,5,2023-06-21T00:00:00Z
RTG001015,TRP0002667,DRV00020,RDR001328,driver,1.3,Review comment 1015,5,4,4,2023-01-21T00:00:00Z
RTG001016,TRP0000066,DRV00125,RDR000276,rider,4.2,Review comment 1016,3,5,3,2023-07-03T00:00:00Z
RTG001017,TRP0001763,DRV00129,RDR000678,driver,4.8,Review comment 1017,5,1,2,2023-07-09T00:00:00Z
RTG001018,TRP0001654,DRV00056,RDR001273,driver,4.0,Review comment 1018,1,1,3,2023-08-02T00:00:00Z
RTG001019,TRP0001166,DRV00121,RDR001863,rider,2.3,Review comment 1019,4,2,3,2023-04-02T00:00:00Z
RTG001020,TRP0000665,DRV00091,RDR001907,rider,2.4,Review comment 1020,2,5,4,2023-02-28T00:00:00Z
RTG001021,TRP0002744,DRV00124,RDR000523,rider,4.9,Review comment 1021,2,1,3,2023-04-27T00:00:00Z
RTG001022,TRP0000212,DRV00060,RDR001994,rider,3.9,Review comment 1022,1,4,5,2023-02-09T00:00:00Z
RTG001023,TRP0002268,DRV00043,RDR001561,rider,2.7,Review comment 1023,1,2,3,2023-09-23T00:00:00Z
RTG001024,TRP0002556,DRV00277,RDR001462,driver,4.2,Review comment 1024,2,4,2,2023-10-15T00:00:00Z
RTG001025,TRP0002226,DRV00267,RDR000529,driver,3.8,Review comment 1025,3,1,1,2023-03-12T00:00:00Z
RTG001026,TRP0001223,DRV00093,RDR000073,rider,1.6,Review comment 1026,1,3,1,2023-12-19T00:00:00Z
RTG001027,TRP0003196,DRV00175,RDR001710,driver,3.3,Review comment 1027,1,2,5,2023-01-25T00:00:00Z
RTG001028,TRP0003072,DRV00194,RDR001975,rider,3.6,Review comment 1028,1,2,4,2023-10-20T00:00:00Z
RTG001029,TRP0004000,DRV00258,RDR000923,driver,3.7,Review comment 1029,2,3,1,2023-08-18T00:00:00Z
RTG001030,TRP0001043,DRV00073,RDR000045,rider,4.8,Review comment 1030,4,3,3,2023-10-14T00:00:00Z
RTG001031,TRP0002191,DRV00220,RDR000684,driver,1.5,Review comment 1031,1,1,1,2023-03-06T00:00:00Z
RTG001032,TRP0000260,DRV00149,RDR001568,rider,4.2,Review comment 1032,2,3,1,2023-08-19T00:00:00Z
RTG001033,TRP0002072,DRV00173,RDR000044,rider,2.1,Review comment 1033,2,4,4,2023-05-07T00:00:00Z
RTG001034,TRP0000705,DRV00266,RDR001145,driver,2.3,Review comment 1034,2,3,5,2023-08-31T00:00:00Z
RTG001035,TRP0001313,DRV00277,RDR000992,driver,3.7,Review comment 1035,3,3,5,2023-09-11T00:00:00Z
RTG001036,TRP0002210,DRV00105,RDR001935,driver,3.5,Review comment 1036,5,5,4,2023-05-05T00:00:00Z
RTG001037,TRP0000652,DRV00023,RDR001347,rider,3.1,Review comment 1037,4,4,3,2023-03-30T00:00:00Z
RTG001038,TRP0002340,DRV00266,RDR000948,driver,3.7,Review comment 1038,3,2,2,2023-05-24T00:00:00Z
RTG001039,TRP0001274,DRV00229,RDR001701,rider,4.5,Review comment 1039,4,3,2,2023-11-02T00:00:00Z
RTG001040,TRP0002852,DRV00050,RDR000353,driver,4.4,Review comment 1040,4,3,2,2023-07-31T00:00:00Z
RTG001041,TRP0003903,DRV00069,RDR000753,rider,4.4,Review comment 1041,1,2,4,2023-04-27T00:00:00Z
RTG001042,TRP0003060,DRV00255,RDR000221,driver,3.2,Review comment 1042,1,1,4,2023-12-21T00:00:00Z
RTG001043,TRP0002426,DRV00159,RDR000328,rider,1.6,Review comment 1043,4,3,4,2023-09-02T00:00:00Z
RTG001044,TRP0003465,DRV00043,RDR001456,rider,4.7,Review comment 1044,4,4,1,2023-04-05T00:00:00Z
RTG001045,TRP0003186,DRV00075,RDR001709,rider,2.1,Review comment 1045,3,3,3,2023-01-18T00:00:00Z
RTG001046,TRP0003710,DRV00115,RDR001318,rider,3.6,Review comment 1046,5,2,2,2023-05-21T00:00:00Z
RTG001047,TRP0002691,DRV00141,RDR000888,driver,4.1,Review comment 1047,5,2,1,2023-10-01T00:00:00Z
RTG001048,TRP0001104,DRV00212,RDR001162,driver,3.7,Review comment 1048,4,3,3,2023-04-07T00:00:00Z
RTG001049,TRP0000357,DRV00059,RDR000363,driver,1.2,Review comment 1049,4,4,5,2023-04-11T00:00:00Z
RTG001050,TRP0001584,DRV00096,RDR001468,driver,4.4,Review comment 1050,4,1,4,2023-10-20T00:00:00Z
RTG001051,TRP0001757,DRV00204,RDR001947,driver,3.3,Review comment 1051,2,5,4,2023-05-04T00:00:00Z
RTG001052,TRP0002920,DRV00255,RDR001116,rider,3.1,Review comment 1052,3,2,5,2023-01-19T00:00:00Z
RTG001053,TRP0000077,DRV00265,RDR000191,driver,2.1,Review comment 1053,1,4,4,2023-12-20T00:00:00Z
RTG001054,TRP0003771,DRV00208,RDR000218,rider,2.1,Review comment 1054,3,5,2,2023-03-27T00:00:00Z
RTG001055,TRP0003553,DRV00231,RDR001160,rider,2.0,Review comment 1055,4,4,4,2023-01-11T00:00:00Z
RTG001056,TRP0003189,DRV00256,RDR000850,driver,2.0,Review comment 1056,4,3,4,2023-03-24T00:00:00Z
RTG001057,TRP0001909,DRV00227,RDR000025,driver,2.6,Review comment 1057,5,1,1,2023-04-15T00:00:00Z
RTG001058,TRP0000802,DRV00172,RDR001113,rider,1.8,Review comment 1058,4,3,5,2023-12-19T00:00:00Z
RTG001059,TRP0001873,DRV00284,RDR001627,rider,2.8,Review comment 1059,4,4,4,2023-12-07T00:00:00Z
RTG001060,TRP0001442,DRV00225,RDR001826,rider,4.9,Review comment 1060,2,1,2,2023-10-29T00:00:00Z
RTG001061,TRP0002003,DRV00262,RDR000462,driver,4.8,Review comment 1061,2,5,4,2023-05-16T00:00:00Z
RTG001062,TRP0002151,DRV00134,RDR000800,rider,3.4,Review comment 1062,5,4,1,2023-12-28T00:00:00Z
RTG001063,TRP0000467,DRV00050,RDR000453,rider,3.4,Review comment 1063,3,3,2,2023-05-27T00:00:00Z
RTG001064,TRP0000234,DRV00156,RDR000123,driver,2.1,Review comment 1064,1,4,2,2023-06-16T00:00:00Z
RTG001065,TRP0003870,DRV00083,RDR001077,driver,3.8,Review comment 1065,1,5,1,2023-09-11T00:00:00Z
RTG001066,TRP0003456,DRV00262,RDR001607,driver,3.4,Review comment 1066,4,2,5,2023-10-01T00:00:00Z
RTG001067,TRP0003979,DRV00169,RDR000655,driver,4.1,Review comment 1067,4,1,3,2023-02-23T00:00:00Z
RTG001068,TRP0003161,DRV00012,RDR001509,rider,1.0,Review comment 1068,2,3,2,2023-07-02T00:00:00Z
